NAME,company,year,Price,kms_driven,fuel_type
Maruti Suzuki Maruti 800 Std – Befo,Maruti,1995,30000.00,55000,Petrol
Toyota Etios,Toyota,2011,275000.00,36000,Diesel
Volkswagen Polo,Volkswagen,2015,330000.00,38000,Diesel
Maruti Suzuki Swift,Maruti,2014,335000.00,55000,Diesel
Hyundai Elite i20 Asta 1.4 CRDI,Hyundai,2015,450000.00,20000,Diesel
Maruti Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2012,225000.00,40000,Petrol
Maruti Suzuki Versa DX2 8 SEATER BSIII,Maruti,2004,80000.00,50000,Petrol
Tata Indigo LX TDI BS III,Tata,2016,130000.00,104000,Diesel
Volkswagen Vento Konekt Diesel Highline,Volkswagen,2011,245000.00,65000,Diesel
Mercedes Benz C Class 200 CDI Classic,Mercedes,2002,399000.00,41000,Petrol
Maruti Suzuki Ertiga VDi,Maruti,2013,450000.00,90000,Diesel
Honda City,Honda,2000,65000.00,80000,Petrol
Hyundai Santro Xing GLS,Hyundai,2006,75000.00,46000,Petrol
Maruti Suzuki Omni Limited Edition,Maruti,2001,70000.00,70000,Petrol
Hyundai Sonata Transform 2.4 GDi MT,Hyundai,2017,190000.00,36469,Diesel
Hyundai Elite i20 Sportz 1.2,Hyundai,2018,600000.00,7800,Petrol
Volkswagen Vento Konekt Diesel Highline,Volkswagen,2011,245000.00,65000,Diesel
Maruti Suzuki Alto 800 Lxi,Maruti,2017,240000.00,60000,Petrol
Maruti Suzuki Alto LXi BS III,Maruti,2011,155000.00,32000,Petrol
Honda Jazz S MT,Honda,2009,169999.00,24695,Petrol
Hyundai Grand i10 Sportz 1.2 Kappa VTVT,Hyundai,2017,450000.00,15141,Petrol
Maruti Suzuki Zen LXi BSII,Maruti,2001,40000.00,40000,Petrol
Mahindra Scorpio W Turbo 2.6DX 9 Seater,Mahindra,2012,165000.00,65000,Diesel
Maruti Suzuki Alto K10 VXi,Maruti,2014,270000.00,22000,Petrol
Hyundai Grand i10 Asta 1.2 Kappa VTVT,Hyundai,2016,280000.00,59910,Diesel
